,pos,neu,neg,likes,views
0,0.08766554433221099,0.005821787632833569,0.0,6,73
1,0.0011279461279461278,0.0013838887750659136,0.005696841836082343,24,67
2,0.0,0.0860337149683578,0.2197161488300729,15,1200
3,0.0,0.14526138158521706,0.0,10,1100
4,0.6787878787878787,1.0,0.0,3,2400
5,0.15488215488215487,0.07834771104238195,0.0,14,1000
6,0.06464646464646465,0.2497650713288631,0.10740314537782894,7,1400
7,0.0,0.05596794754478477,0.0,88,3800
8,0.0,0.05479979691631234,0.0,52,2200
9,0.0,0.26740508033929955,0.33953834698436336,17,3800
10,0.14927048260381598,0.18932799500333383,0.06802199207262499,12,1900
11,0.0,0.027753196562570286,0.1888185654008439,32,1100
12,0.0,0.005436639575139126,0.006969471332836932,17,99
13,0.0,0.1257535346301019,0.0,87,8300
14,0.009628787878787879,0.0038384559379385725,0.0142692750287687,16,93
15,0.0,0.001413755660951154,0.0,39,92
16,0.09212121212121212,0.11607518485885863,0.0,20,1900
17,0.0,0.0876306703295299,0.0,160,10700
18,0.19178451178451175,0.1800068538785009,0.1497506712696586,10,1600
19,0.5703703703703704,0.3981683289507543,0.13425393172228617,6,2100
20,0.0,0.10983436348925724,0.4834675872650557,20,2300
21,0.007414814814814814,0.003606028773761288,0.0,20,91
22,0.1375661375661376,0.22361051251468791,0.10258096334045702,7,1300
23,0.0,0.09371590071056518,0.0,14,1000
24,0.0,0.015856770031384235,0.0,6,79
25,0.0,0.05063234062014044,0.0,74,2900
26,0.0,0.05553406302563786,0.0,35,1500
27,0.0,0.4642304440346953,0.0,152,53000
28,0.0,0.45262517494888194,0.0,5,1700
29,0.0,0.10684090741475895,0.0,16,1300
30,0.2842873176206509,0.06471202225915226,0.0,24,1700
31,0.007204678362573101,0.0006411603454443738,0.0,38,88
32,0.1292929292929293,0.10878891540279957,0.0,13,1200
33,0.07171717171717171,0.028078935365319822,0.1507479861910242,40,1500
34,0.3824915824915825,0.208337777440717,0.22094361334867663,14,2800
35,0.0,0.22735233260781076,0.0,14,2400
36,0.0032511784511784513,0.006468587963216237,0.011002685078634446,10,71
37,0.26262626262626265,0.1851295837678953,0.11251758087201123,6,1000
38,1.0,0.3631889929016503,1.0,16,6600
39,0.22589531680440772,0.1380328654962297,0.23014959723820488,11,1500
40,0.0,0.0316704144725583,0.0,52,1300
41,0.0,0.0026522178320135398,0.0,28,92
42,0.22528313437404346,0.19142669442244736,0.3152352059141473,11,2000
43,0.1035394596370206,0.04013840105960815,0.0,41,1600
44,0.0,0.0039631275925293774,0.0,15,64
45,0.011041104110411041,0.02376337172980642,0.04402465563011997,101,2300
46,0.33425160697887973,0.13220145755889534,0.1736583324615546,11,1500
47,0.0,0.079928014879897,0.0,18,1100
48,0.07037037037037036,0.07984634817151534,0.03797468354430379,16,1100
49,0.011809523809523808,0.015989515553735498,0.0,7,99
50,0.015555555555555555,0.010947412978252424,0.00540084388185654,9,99
51,0.03466549553506076,0.02580977906790518,0.0,69,1600
52,0.11467764060356653,0.04132688405150371,0.0,27,1100
53,0.008975084175084174,0.004682269778045755,0.0020621403912543155,15,84
54,0.007820426487093154,0.004305014130799831,0.007367344329369645,12,67
55,0.3146464646464647,0.08397237300634279,0.0,16,1400
56,0.4890282131661442,0.24926739082386645,0.0,29,6500
57,0.0,0.0033394909103422314,0.0,15,57
58,0.1037037037037037,0.19083140486217778,0.08197709463532249,7,1100
59,0.1407968574635241,0.050669060540616706,0.06898094872778418,24,1300
60,0.0,0.26553417029273807,0.0,9,1800
61,0.11295064465796173,0.4684904269552196,0.06713632153582756,82,29900
62,0.018101010101010104,0.0067926563105670575,0.004173379363252782,11,88
63,0.01121590909090909,0.0,0.006097525891829689,32,81
64,0.034567901234567905,0.05524133560338675,0.1101064898533253,21,1100
65,0.0,0.14971592931512523,0.0,15,1700
66,0.015353535353535355,0.023465137554067417,0.0,55,1100
