,pos,neu,neg,likes,views
0,0.0,0.05948475321674606,0.0,200,6200
1,0.0,0.2650326475021072,0.0,12,1500
2,0.0,0.05807903053546319,0.0,56,1700
3,0.08356447745757134,0.406948161748064,0.8912881608339537,32,7200
4,0.01904000752197828,0.0311672507593479,0.1511541325390916,84,2100
5,0.0,0.3256996764978514,0.0,328,50100
6,0.01357482017770674,0.048524021087965497,0.4475986597170514,56,2100
7,0.02538667669597104,0.05967387146335707,0.0,74,2700
8,0.002714964035541348,0.00202865006467152,0.010320178704393147,16,88
9,0.12557942738940342,0.3556049217712525,0.983440059568131,50,10600
10,0.0,0.073162220525263,0.0,51,1900
11,0.0,0.00041262085750813664,0.03898039215686274,15,71
12,0.0,0.07783961031443949,0.0,33,1300
13,0.0,1.0,0.0,18,8300
14,0.0596247368613501,0.18233201530745582,0.7503847108463638,540,61700
15,0.002076499965644811,0.0,0.011627240964545506,13,58
16,0.0,0.09166018347722052,0.0,35,1600
17,0.0,0.03364459888844883,0.3985434865517679,205,5500
18,0.014360140353276553,0.0645339954941621,0.0,143,5200
19,0.0,0.05378858750959986,0.0,81,2300
20,0.05970570259978374,0.18259482181531872,0.0,10,1000
21,0.0208533415716905,0.04673328658342015,0.16954579300074457,70,2300
22,0.03342579098302854,0.041750780635317564,0.0,110,3300
23,0.16783414037891964,0.4027309937042154,1.0,35,8500
24,0.03243853133374078,0.19527756422867082,0.0,19,1900
25,0.011635560152320062,0.0565717834383099,0.0,84,2700
26,0.1598096161359403,0.6024825709413134,0.38444552853878344,29,9300
27,0.0,0.13413278314411564,0.0,109,7100
28,0.0,0.05350591049103244,0.10410706587765019,76,2300
29,0.0,0.05092025762152267,0.0,48,1300
30,0.0,0.09374273559763957,0.0,30,1400
31,0.017591723397447075,0.03644702422786515,0.0847404703000024,93,2400
32,1.0,0.49964151535185614,0.0,40,17800
33,0.0,0.052924714037426025,0.0,75,2100
34,0.053141383591291926,0.023671798585939638,0.0,81,2100
35,0.0,0.05307049268585535,0.27450980392156865,84,2800
36,0.0,0.16831412114033745,0.0,52,4200
37,0.0,0.06255099126890495,0.0,179,5800
38,0.05354280903150256,0.03835745127801474,0.0,55,1800
39,0.030031174060846974,0.01853163506423807,0.7798097414435001,116,3900
40,0.03413556301892764,0.028999237811060424,0.383415360586964,82,2600
41,0.013297783031222928,0.052565473796653744,0.077066269545793,56,1800
42,0.0,0.07250975854380179,0.0,46,1700
43,0.07367114021575911,0.03460805562301087,0.0,34,1200
44,0.002783131963706455,0.004863481540934958,0.0059608745684695055,11,74
45,0.0,0.07281644574246096,0.0,62,2300
